Word		Original_root		Predicted_root
کو		کو		
محروس		محروس		
کیا		کر		
ہے		ہے		
۔		۔		
اب		اب		
اوباما		اوباما		
کے		کے		
لئے		لئے		
دوسری		دوسرا		
میعاد		میعاد		
پر		پر		
فائز		فائز		
ہونا		ہو		
ری_پبلکن		ری_پبلکن		
اور		اور		
عوام		عوام		
کو		کو		
مطمئن		مطمئن		
کروائے		کروا		
بغیر		بغیر		
ممکن		ممکن		
نہیں		نہیں		
ہے		ہے		
۔		۔		
بعض		بعض		
ری_پبلکن		ری_پبلکن		
ارکان		رکن		
نے		نے		
گوانتاناموبے		گوانتاناموبے		
قیدیوں		قیدی		
کے		کے		
علاوہ		علاوہ		
دیگر		دیگر		
خارجی		خارجی		
پالیسیوں		پالیسی		
پر		پر		
اوباما		اوباما		
نظم		نظم		
و		و		
نسق		نسق		
کی		کا		
کارکردگی		کارکردگی		
پر		پر		
سوال		سوال		
اٹھانا		اٹھا		
شروع		شروع		
کیا		کر		
ہے		ہے		
۔		۔		
ایسے		ایسا		
مےں		مےں		
امریکی		امریکی		
بدنام		بدنام		
جیلوں		جیل		
کے		کا		
قیدیوں		قیدی		
کے		کا		
معاملے		معاملہ		
مےں		مےں		
اوباما		اوباما		
کا		کا		
موقف		موقف		
ان		یہ		
کے		کا		
سیاسی		سیاسی		
مستقبل		مستقبل		
کا		کا		
تعین		تعین		
کرےگا		کر		
۔		۔		
خیر		خیر		
سے		سے		
لستھ		لستھ		
ملنگا		ملنگا		
نے		نے		
آئی		آئی		
پی		پی		
ایل		ایل		
کرکٹ		کرکٹ		
مےں		مےں		
سب		سب		
سے		سے		
زیادہ		زیادہ		
وکٹیں		وکٹ		
حاصل		حاصل		
کر		کر		
لیا		لے		
ہے		ہے		
اور		اور		
عالمی		عالمی		
کپ		کپ		
مےں		مےں		
بھی		بھی		
سری		سری		
لنکا		لنکا		
کو		کو		
فائنل		فائنل		
تک		تک		
پہنچانے		پہنچا		
کا		کا		
ذمہ_دار		ذمہ_دار		
ہے		ہے		
۔		۔		
لیکن		لیکن		
تعجب		تعجب		
اس		یہ		
بات		بات		
پر		پر		
ہے		ہے		
کہ		کہ		
اُس		وہ		
کے		کا		
غیرمعیاری		غیرمعیاری		
بولنگ		بولنگ		
اسٹائیل		اسٹائیل		
کو		کو		
نہ		نہ		
جانے		جا		
کیوں		کیوں		
برداشت		برداشت		
کیا		کر		
جا		جا		
رہا		رہ		
ہے		ہے		
۔		۔		
گیند		گیند		
کو		کو		
صرف		صرف		
ترچھے		ترچھا		
ہاتھ		ہاتھ		
سے		سے		
ٹخنے		ٹخنہ		
یا		یا		
پیر		پیر		
کے		کا		
انگوٹھے		انگوٹھا		
کا		کا		
نشانہ		نشانہ		
لے		لے		
کر		کر		
زور		زور		
سے		سے		
پھینکتا		پھینک		
ہے		ہے		
NULL		null		
جس		جو		
سے		سے		
بلےباز		بلےباز		
کو		کو		
گیند		گیند		
کے		کا		
سمجھنے		سمجھ		
مےں		مےں		
ناکامی		ناکامی		
ہوتی		ہو		
ہے		ہے		
۔		۔		
بڑے		بڑا		
بڑے		بڑا		
ماہر		ماہر		
بلےباز		بلےباز		
اُس		وہ		
کی		کا		
بولنگ		بولنگ		
کھیلنے		کھیل		
سے		سے		
عاجز		عاجز		
ہیں		ہے		
۔		۔		
سہواگ		سہواگ		
جیسا		جیسا		
عظیم		عظیم		
بلےباز		بلےباز		
اُس		وہ		
کی		کا		
6		6		
گیندوں		گیند		
پر		پر		
کوئی		کوئی		
رن		رن		
نہ		نہ		
بنا		بن		
سکا		سک		
۔		۔		
مےں		مےں		
سمجھتا		سمجھ		
ہوں		ہے		
کہ		کہ		
تمام		تمام		
شائقین		شائق		
کرکٹ		کرکٹ		
میری		میں		
اس		یہ		
بات		بات		
سے		سے		
متفق		متفق		
ہوں_گے		ہے		
۔		۔		
مغربی		مغربی		
بنگال		بنگال		
مےں		مےں		
آج		آج		
تیسرے		تیسرے		
مرحلے		مرحلہ		
کی		کا		
رائے_دہی		رائے_دہی		
ہوئی		ہو		
جو		جو		
بحیثیت		بحیثیت		
مجموعی		مجموعی		
پرامن		پرامن		
رہی		رہ		
۔		۔		
کولکتہ		کولکتہ		
میٹروپولیٹن		میٹروپولیٹن		
شہر		شہر		
کے		کے		
بشمول		بشمول		
متصلہ		متصلہ		
نارتھ		نارتھ		
اور		اور		
ساؤتھ		ساؤتھ		
24		24		
پرگنا		پرگنا		
اضلاع		ضلع		
مےں		مےں		
75		75		
اسمبلی		اسمبلی		
حلقوں		حلقہ		
مےں		مےں		
آج		آج		
78.3		78.3		
فیصد		فیصد		
رائے_دہی		رائے_دہی		
ریکارڈ		ریکارڈ		
کی		کر		
گئی		جا		
۔		۔		
چیف		چیف		
الیکٹرول		الیکٹرول		
آفیسر		آفیسر		
سنیل		سنیل		
کمار		کمار		
گپتا		گپتا		
نے		نے		
بتایا		بتا		
کہ		کہ		
بحیثیت		بحیثیت		
مجموعی		مجموعی		
78.3		78.3		
فیصد		فیصد		
رائے_دہی		رائے_دہی		
ریکارڈ		ریکارڈ		
کی		کر		
گئی		جا		
۔		۔		
انھوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
3		3		
اضلاع		ضلع		
مےں		مےں		
پرامن		پرامن		
رائے_دہی		رائے_دہی		
یقینی		یقینی		
بنانے		بنا		
کے		کے		
لیے		لیے		
60		60		
ہزار		ہزار		
سے		سے		
زائد		زائد		
سنٹرل		سنٹرل		
سکیوریٹی		سکیوریٹی		
فورس		فورس		
کو		کو		
تعینات		تعینات		
کیا		کر		
گیا		جا		
تھا		تھا		
۔		۔		
انھوں		وہ		
نے		نے		
بتایا		بتا		
کہ		کہ		
بعض		بعض		
مقامات		مقام		
سے		سے		
الکٹرانک		الکٹرانک		
ووٹنگ		ووٹنگ		
مشین		مشین		
مےں		مےں		
خرابی		خرابی		
کی		کا		
شکایات		شکایت		
وصول		وصول		
ہوئیں		ہو		
اور		اور		
فوری		فوری		
طور		طور		
پر		پر		
ان		یہ		
ووٹنگ		ووٹنگ		
مشینوں		مشین		
کو		کو		
تبدیل		تبدیل		
کر		کر		
دیا		دے		
گیا		جا		
۔		۔		
ایڈیشنل		ایڈیشنل		
سی		سی		
ای		ای		
او		او		
این		این		
کے		کے		
ساہنا		ساہنا		
نے		نے		
بتایا		بتا		
کہ		کہ		
انتخابی		انتخابی		
قواعد		قواعد		
کی		کا		
خلاف_ورزی		خلاف_ورزی		
کی		کا		
شکایت		شکایت		
پر		پر		
17		17		
پریسائیڈنگ		پریسائیڈنگ		
آفیسر		آفیسر		
کی		کا		
تبدیلی		تبدیلی		
عمل		عمل		
مےں		مےں		
آئی		آ		
۔		۔		
آج		آج		
تیسرے		تیسرے		
مرحلے		مرحلہ		
کی		کا		
رائے_دہی		رائے_دہی		
مےں		مےں		
جو		جو		
امیدوار		امیدوار		
حصہ		حصہ		
لے		لے		
رہے		رہ		
ہےں		ہے		
،		،		
اُن		وہ		
مےں		مےں		
قابل		قابل		
ذکر		ذکر		
چیف		چیف		
منسٹر		منسٹر		
بدھا		بدھا		
دیپ		دیپ		
بھٹاچارجی		بھٹاچارجی		
،		،		
وزیر		وزیر		
فینانس		فینانس		
آسم		آسم		
داس		داس		
گپتا		گپتا		
،		،		
قائد		قائد		
اپوزیشن		اپوزیشن		
پارتھا		پارتھا		
چٹرجی		چٹرجی		
،		،		
کولکتہ		کولکتہ		
مےئر		مےئر		
سون		سون		
چٹرجی		چٹرجی		
اور		اور		
سابق		سابق		
فکی		فکی		
سکریٹری		سکریٹری		
جنرل		جنرل		
امیت		امیت		
مشرا		مشرا		
شامل		شامل		
ہےں		ہے		
۔		۔		
نارتھ		نارتھ		
24		24		
پرگنا		پرگنا		
ضلع		ضلع		
سے		سے		
ملی		مل		
اطلاع		اطلاع		
کے		کے		
مطابق		مطابق		
بیج		بیج		
پور		پور		
مےں		مےں		
سی		سی		
پی		پی		
آئی		آئی		
ایم		ایم		
کے		کا		
دفتر		دفتر		
کو		کو		
حریف		حریف		
سیاسی		سیاسی		
جماعت		جماعت		
کے		کا		
حامیوں		حامی		
نے		نے		
نقصان		نقصان		
پہنچایا		پہنچا		
۔		۔		
پولیس		پولیس		
کے		کے		
مطابق		مطابق		
بیج		بیج		
پور		پور		
مےں		مےں		
اےک		اےک		
بوتھ		بوتھ		
کے		کے		
باہر		باہر		
حملے		حملہ		
مےں		مےں		
سی		سی		
پی		پی		
آئی		آئی		
ایم		ایم		
پولنگ		پولنگ		
ایجنٹ		ایجنٹ		
زخمی		زخمی		
ہو		ہو		
گیا		جا		
۔		۔		
اےک		اےک		
اور		اور		
مقام		مقام		
پر		پر		
تلبیس_شخصی		تلبیس_شخصی		
کے		کے		
لیے		لیے		
اےک		اےک		
شخص		شخص		
کو		کو		
گرفتار		گرفتار		
کر		کر		
لیا		لے		
گیا		جا		
۔		۔		
پولیس		پولیس		
نے		نے		
بتایا		بتا		
کہ		کہ		
ساؤتھ		ساؤتھ		
24		24		
پرگنا		پرگنا		
ضلع		ضلع		
مےں		مےں		
2		2		
معمر		معمر		
خواتین		خاتون		
لو		لو		
لگنے		لگ		
سے		سے		
فوت		فوت		
ہو		ہو		
گئیں		جا		
۔		۔		
گجرات		گجرات		
فرقہ_وارانہ		فرقہ_وارانہ		
فسادات		فساد		
کی		کا		
تحقیقات		تحقیق		
کرنے		کر		
والے		والا		
ناناوتی		ناناوتی		
کمیشن		کمیشن		
نے		نے		
سینئر		سینئر		
آئی		آئی		
پی		پی		
ایس		ایس		
عہدیدار		عہدیدار		
سنجیو		سنجیو		
بھٹ		بھٹ		
کو		کو		
طلب		طلب		
کیا		کر		
ہے		ہے		
،		،		
جنہوں		جو		
نے		نے		
گجرات		گجرات		
فسادات		فساد		
کے		کے		
لیے		لیے		
چیف		چیف		
منسٹر		منسٹر		
نریندر		نریندر		
مودی		مودی		
کو		کو		
ذمہ_دار		ذمہ_دار		
قرار		قرار		
دیتے		دے		
ہوئے		ہو		
سپریم		سپریم		
کورٹ		کورٹ		
مےں		مےں		
حلف_نامہ		حلف_نامہ		
داخل		داخل		
کیا		کر		
ہے		ہے		
۔		۔		
ناناوتی		ناناوتی		
کمیشن		کمیشن		
نے		نے		
انہیں		وہ		
16		16		
مئی		مئی		
کو		کو		
حاضر		حاضر		
ہونے		ہو		
کی		کا		
ہدایت		ہدایت		
دی		دے		
ہے		ہے		
۔		۔		
ذرائع		ذرائع		
نے		نے		
کہا		کہہ		
کہ		کہ		
کمیشن		کمیشن		
نے		نے		
بھٹ		بھٹ		
سے		سے		
کہا		کہہ		
ہے		ہے		
کہ		کہ		
وہ		وہ		
گجرات		گجرات		
فسادات		فساد		
کے		کا		
متاثرین		متاثر		
کی		کا		
نمائندگی		نمائندگی		
کرنے		کر		
والی		والا		
این		این		
جی		جی		
او		او		
جن		جن		
سنگھرش		سنگھرش		
منچ		منچ		
کی		کا		
جانب		جانب		
سے		سے		
داخل_کردہ		داخل_کردہ		
درخواست		درخواست		
کے		کا		
پیش		پیش		
نظر		نظر		
وہ		وہ		
16		16		
مئی		مئی		
کو		کو		
اس		یہ		
کے		کے		
سامنے		سامنے		
حاضر		حاضر		
ہوں		ہو		
۔		۔		
این		این		
جی		جی		
او		او		
نے		نے		
کل		کل		
ناناوتی		ناناوتی		
کمیشن		کمیشن		
سے		سے		
رجوع		رجوع		
ہو		ہو		
کر		کر		
اس		یہ		
سے		سے		
درخواست		درخواست		
کی		کر		
کہ		کہ		
فسادات		فساد		
مےں		مےں		
چیف		چیف		
منسٹر		منسٹر		
نریندر		نریندر		
مودی		مودی		
کا		کا		
ہاتھ		ہاتھ		
ہونے		ہو		
سے		سے		
متعلق		متعلق		
سنجیو		سنجیو		
بھٹ		بھٹ		
کے		کا		
حلف_نامہ		حلف_نامہ		
کی		کا		
تحقیقات		تحقیق		
کروائی		کروا		
جائیں		جا		
۔		۔		
این		این		
جی		جی		
او		او		
کے		کا		
کنوینر		کنوینر		
امریش		امریش		
پٹیل		پٹیل		
نے		نے		
درخواست		درخواست		
مےں		مےں		
کہا		کہہ		
ہے		ہے		
کہ		کہ		
سنجیو		سنجیو		
بھٹ		بھٹ		
سے		سے		
پوچھ		پوچھ		
گچھ		گچھ		
نہایت		نہایت		
ہی		ہی		
ضروری		ضروری		
ہوگی		ہو		
اور		اور		
ان		یہ		
سے		سے		
حاصل		حاصل		
ہونے		ہو		
والی		والا		
معلومات		معلومات		
ہی		ہی		
ٹھوس		ٹھوس		
ثبوت		ثبوت		
ثابت		ثابت		
ہوں_گی		ہو		
اور		اور		
یہ		یہ		
فیصلہ		فیصلہ		
کیا		کر		
جا		جا		
سکےگا		سک		
کہ		کہ		
مابعد		مابعد		
گودھرا		گودھرا		
فسادات		فساد		
کے		کے		
دوران		دوران		
چیف		چیف		
منسٹر		منسٹر		
مودی		مودی		
اور		اور		
دیگر		دیگر		
کا		کا		
کیا		کیا		
رول		رول		
تھا		تھا		
۔		۔		
سنجیو		سنجیو		
بھٹ		بھٹ		
نے		نے		
سپریم		سپریم		
کورٹ		کورٹ		
مےں		مےں		
داخل_کردہ		داخل_کردہ		
اپنے		اپنا		
حلف_نامہ		حلف_نامہ		
مےں		مےں		
الزام		الزام		
عائد		عائد		
کیا		کر		
ہے		ہے		
کہ		کہ		
نریندر		نریندر		
مودی		مودی		
نے		نے		
بحیثیت		بحیثیت		
چیف		چیف		
منسٹر		منسٹر		
ریاستی		ریاستی		
عہدیداروں		عہدیدار		
کو		کو		
ہدایت		ہدایت		
دی		دے		
تھی		تھا		
کہ		کہ		
وہ		وہ		
ہندوؤں		ہندو		
کے		کا		
غم		غم		
و		و		
غصہ		غصہ		
کو		کو		
روکنے		روک		
کی		کا		
کوشش		کوشش		
نہ		نہ		
کریں		کر		
بلکہ		بلکہ		
مسلمانوں		مسلمان		
کو		کو		
سبق		سبق		
سکھانے		سکھا		
کے		کے		
لیے		لیے		
ہندوؤں		ہندو		
کو		کو		
فساد		فساد		
برپا		برپا		
کرنے		کر		
کی		کا		
پوری		پورا		
اجازت		اجازت		
دے		دے		
دیں		دے		
۔		۔		
ایرانڈیا		ایرانڈیا		
انتظامیہ		انتظامیہ		
نے		نے		
ہڑتال		ہڑتال		
کرنے		کر		
والے		والا		
پائلٹس		پائلٹس		
کو		کو		
سخت		سخت		
وارننگ		وارننگ		
دی		دے		
ہے		ہے		
جبکہ		جبکہ		
وزیر		وزیر		
شہری		شہری		
ہوابازی		ہوابازی		
ویلا		ویلا		
روی		روی		
احتجاجی		احتجاجی		
انڈین		انڈین		
ایرلائنس		ایرلائنس		
پائلٹس		پائلٹس		
پر		پر		
شدید		شدید		
تنقید		تنقید		
کرتے		کر		
ہوئے		ہو		
ان		یہ		
کے		کا		
مطالبہ		مطالبہ		
کو		کو		
قبول		قبول		
کرنے		کر		
کے		کا		
امکان		امکان		
کو		کو		
مسترد		مسترد		
کر		کر		
دیا		دے		
۔		۔		
انہوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
چاقو		چاقو		
گردن		گردن		
پر		پر		
رکھ		رکھ		
کر		کر		
تنخواہ		تنخواہ		
مےں		مےں		
اضافہ		اضافہ		
کا		کا		
مطالبہ		مطالبہ		
ٹھیک		ٹھیک		
نہیں		نہیں		
ہے		ہے		
۔		۔		
ان		یہ		
کے		کا		
مطالبات		مطالبہ		
کا		کا		
پینل		پینل		
کی		کا		
جانب		جانب		
سے		سے		
جائزہ		جائزہ		
لیا		لے		
جا		جا		
رہا		رہ		
ہے		ہے		
۔		۔		
ہڑتال		ہڑتال		
کو		کو		
غیرذمہ_دارانہ		غیرذمہ_دارانہ		
قرار		قرار		
دیتے		دے		
ہوئے		ہو		
انہوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
حکومت		حکومت		
پر		پر		
پائلٹس		پائلٹس		
کی		کا		
دھمکیوں		دھمکی		
کا		کا		
کوئی		کوئی		
اثر		اثر		
نہیں		نہیں		
ہوگا		ہو		
کیونکہ		کیونکہ		
ملک		ملک		
مےں		مےں		
سب		سب		
سے		سے		
زیادہ		زیادہ		
تنخواہیں		تنخواہ		
پائلٹس		پائلٹس		
کو		کو		
ہی		ہی		
دی		دے		
جاتی		جا		
ہےں		ہے		
۔		۔		
اس		یہ		
لئے		لئے		
انہیں		وہ		
ذمہ_دارانہ		ذمہ_دارانہ		
مظاہرہ		مظاہرہ		
کرنا		کر		
چاہیے		چاہیے		
۔		۔		
دہلی		دہلی		
ہائی		ہائی		
کورٹ		کورٹ		
نے		نے		
ہڑتالی		ہڑتالی		
پائلٹس		پائلٹس		
کو		کو		
حکم		حکم		
دیا		دے		
ہے		ہے		
کہ		کہ		
وہ		وہ		
اپنی		اپنا		
ہڑتال		ہڑتال		
سے		سے		
دستبردار		دستبردار		
ہو		ہو		
کر		کر		
کام		کام		
پر		پر		
رجوع		رجوع		
ہو		ہو		
جائیں		جا		
۔		۔		
عدالت		عدالت		
نے		نے		
ان		یہ		
کے		کا		
مطالبہ		مطالبہ		
سے		سے		
اظہار		اظہار		
ہمدردی		ہمدردی		
کیا		کر		
اور		اور		
کہا		کہہ		
کہ		کہ		
انہیں		وہ		
جو		جو		
کچھ		کچھ		
بھی		بھی		
مشکلات		مشکل		
ہےں		ہے		
وہ		وہ		
دور		دور		
کر		کر		
دیے		دے		
جائیں_گے		جا		
آپ		آپ		
اپنا		اپنا		
معاملہ		معاملہ		
جسٹس		جسٹس		
ایس		ایس		
سی		سی		
دھرم		دھرم		
ادھیکاری		ادھیکاری		
کمیٹی		کمیٹی		
سے		سے		
رجوع		رجوع		
کریں		کر		
۔		۔		
ڈیزل		ڈیزل		
کی		کا		
قیمتوں		قیمت		
مےں		مےں		
تقریباً		تقریباً		
دس		دس		
ماہ		ماہ		
سے		سے		
کوئی		کوئی		
تبدیلی		تبدیلی		
نہیں		نہیں		
کی		کر		
گئی		جا		
لیکن		لیکن		
ایسا		ایسا		
لگتا		لگ		
ہے		ہے		
کہ		کہ		
آئندہ		آئندہ		
ماہ		ماہ		
فی		فی		
لیٹر		لیٹر		
2		2		
روپئے		روپیہ		
تک		تک		
کا		کا		
اضافہ		اضافہ		
کیا		کر		
جائےگا		جا		
